amenities,bathrooms,bedrooms,pets_allowed,square_feet,cityname,state,monthly_price
"cable or satellite,dishwasher,internet access,washer dryer",2,3,"cats,dogs",1423,clairton,pa,1380
"dishwasher,parking,patio/deck,pool,refrigerator,storage",2,4,"cats,dogs",1424,lynnwood,wa,1821
"dishwasher,elevator,internet access,parking,refrigerator",2,2,"cats,dogs",1425,detroit,mi,2500
"dishwasher,garbage disposal,patio/deck,refrigerator",2,4,"cats,dogs",1425,valrico,fl,1499
NA,2.5,3,dogs,1425,lenexa,ks,1495
"gym,patio/deck,playground,pool,storage,tennis,washer dryer",2,3,none,1425,marietta,ga,1415
"parking,storage",2.5,2,"cats,dogs",1428,south weymouth,ma,3500
"parking,storage",2.5,2,none,1428,south weymouth,ma,3500
NA,2,1,none,1428,boise,id,2200
"basketball,cable or satellite,clubhouse,hot tub,internet access,patio/deck,pool",4,4,none,1429,san antonio,tx,2196
"gym,playground,pool",2,3,"cats,dogs",1429,marietta,ga,1474
NA,2.5,2,none,1429,bradenton,fl,1300
luxury,2,3,none,1429,norman,ok,1150
NA,1.5,3,"cats,dogs",1430,norwood,ma,2395
NA,1.5,3,none,1430,boise,id,1900
parking,2.5,3,"cats,dogs",1430,new braunfels,tx,1550
"dishwasher,fireplace,garbage disposal,refrigerator",2,3,"cats,dogs",1430,houston,tx,1299
"dishwasher,parking,pool",2,3,none,1432,pflugerville,tx,1875
NA,2,3,none,1432,pflugerville,tx,1875
NA,2.5,2,"cats,dogs",1433,hanover,md,2799
NA,2.5,2,none,1434,richmond,ca,2600
NA,2,2,none,1434,nashville,tn,2200
gym,2,2,"cats,dogs",1436,lawrence,nj,1880
"clubhouse,fireplace,patio/deck,pool",2,2,none,1436,dallas,tx,1740
"dishwasher,parking,refrigerator",3,3,"cats,dogs",1438,austin,tx,2050
NA,2.5,2,none,1438,pflugerville,tx,1739
NA,2,3,"cats,dogs",1438,cedar park,tx,1499
NA,2,4,none,1439,big rapids,mi,1525
NA,2.5,2,dogs,1440,coronado,ca,4000
NA,2,3,"cats,dogs",1440,seattle,wa,2550
parking,1,4,"cats,dogs",1440,madison,wi,2295
"dishwasher,parking,pool",2,3,none,1440,pflugerville,tx,2145
NA,2,3,none,1440,georgetown,tx,1975
NA,2,3,"cats,dogs",1440,huntersville,nc,1449
NA,2.5,3,"cats,dogs",1440,ankeny,ia,1367
NA,2.5,3,"cats,dogs",1440,johnston,ia,1367
"dishwasher,refrigerator",2,3,"cats,dogs",1440,houston,tx,1325
"dishwasher,garbage disposal,patio/deck,refrigerator",2,3,"cats,dogs",1440,greenwood,in,1099
NA,0,0,none,1440,grand forks,nd,1000
"basketball,pool,tennis",2,3,"cats,dogs",1441,issaquah,wa,2285
"ac,cable or satellite,clubhouse,dishwasher,gym,internet access,patio/deck,playground,pool,storage,washer dryer",2,3,none,1443,mebane,nc,1179
"cable or satellite,gym,internet access,parking,storage",2,3,"cats,dogs",1443,hillsborough,nc,1135
"dishwasher,refrigerator",2,3,"cats,dogs",1444,antioch,tn,1599
"dishwasher,fireplace,refrigerator",2,3,"cats,dogs",1444,arlington,tx,1499
NA,2.5,3,none,1444,matthews,nc,1395
"dishwasher,refrigerator",2,3,"cats,dogs",1444,spring,tx,1199
"dishwasher,fireplace,refrigerator",2,3,"cats,dogs",1445,mansfield,tx,1599
NA,2,4,"cats,dogs",1446,fort lauderdale,fl,2450
"clubhouse,fireplace,gym,internet access,patio/deck,pool,washer dryer",2,3,"cats,dogs",1446,roswell,ga,1849
"clubhouse,gym,pool",2,3,"cats,dogs",1447,smyrna,ga,2500
"fireplace,parking,pool,washer dryer",2,2,"cats,dogs",1448,raleigh,nc,1358
"cable or satellite,dishwasher,garbage disposal,hot tub,internet access,parking,patio/deck,playground,pool,refrigerator,storage,view",2,4,"cats,dogs",1449,lynnwood,wa,1818
NA,3,3,"cats,dogs",1450,west hollywood,ca,8000
"parking,patio/deck,pool,tennis,washer dryer",2,2,none,1450,beverly hills,ca,4494
NA,2,2,cats,1450,san mateo,ca,3995
NA,2.5,3,dogs,1450,ypsilanti,mi,1599
NA,2,3,"cats,dogs",1450,san antonio,tx,1500
NA,2,4,"cats,dogs",1450,charlotte,nc,1425
"dishwasher,parking",1,3,"cats,dogs",1450,brookfield,wi,1340
"dishwasher,refrigerator",2,3,"cats,dogs",1450,columbia,sc,1199
"dishwasher,fireplace,garbage disposal,refrigerator",2,3,"cats,dogs",1450,spring,tx,1149
NA,2.5,2,cats,1451,sacramento,ca,2350
"parking,pool,storage",3,3,"cats,dogs",1452,greensboro,nc,1755
"dishwasher,refrigerator",2,3,"cats,dogs",1452,dallas,ga,1349
"clubhouse,fireplace,gated,internet access,patio/deck,pool,storage,tennis,washer dryer",2,3,none,1454,alpharetta,ga,1556
NA,2,3,"cats,dogs",1454,pensacola,fl,1525
"dishwasher,garbage disposal,refrigerator",2,4,"cats,dogs",1454,rosenberg,tx,1325
"dishwasher,refrigerator",2,3,"cats,dogs",1454,humble,tx,1249
NA,2.5,2,none,1455,east rutherford,nj,2665
"gym,parking,pool,wood floors",2,3,none,1455,grapevine,tx,2229
NA,2,2,"cats,dogs",1455,henderson,nv,1450
NA,2,3,dogs,1456,eagle river,ak,1800
NA,2.5,2,"cats,dogs",1456,farmington hills,mi,1633
"dishwasher,garbage disposal,patio/deck,refrigerator",2,3,"cats,dogs",1456,lexington,sc,1399
"gym,hot tub,pool",2,2,"cats,dogs",1457,los angeles,ca,5170
NA,2,3,none,1457,boise,id,1575
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,parking,patio/deck,pool",2,2,"cats,dogs",1457,verona,wi,1375
NA,2,4,"cats,dogs",1457,lincoln,al,1250
NA,2,4,"cats,dogs",1457,lincoln,al,1250
NA,2.5,3,none,1458,oscoda,mi,800
NA,2.5,3,"cats,dogs",1459,georgetown,tx,1700
"garbage disposal,refrigerator",2,3,"cats,dogs",1459,ruskin,fl,1425
"ac,cable or satellite,clubhouse,dishwasher,gym,internet access,parking,patio/deck,pool,refrigerator,tennis,washer dryer",2,3,"cats,dogs",1460,springfield,nj,3150
"dishwasher,parking,refrigerator",1,3,"cats,dogs",1460,fort worth,tx,1450
"dishwasher,fireplace,patio/deck,refrigerator",2,3,"cats,dogs",1460,charlotte,nc,1299
NA,2,3,"cats,dogs",1461,riverview,fl,1650
"dishwasher,fireplace,garbage disposal,refrigerator",2,3,"cats,dogs",1463,charlotte,nc,1475
NA,2,2,"cats,dogs",1465,corona del mar,ca,3800
"parking,pool,storage,tennis",2,2,none,1465,waldorf,md,2743
fireplace,2,3,"cats,dogs",1465,fort smith,ar,925
"dishwasher,garbage disposal,parking,refrigerator",2,5,none,1467,bloomington,in,2950
"dishwasher,fireplace,garbage disposal,refrigerator",2,4,"cats,dogs",1468,fort worth,tx,1399
"cable or satellite,dishwasher,elevator,garbage disposal,gated,internet access,parking,patio/deck,refrigerator",2,4,none,1470,cincinnati,oh,3240
"gym,pool",2,2,"cats,dogs",1470,dallas,tx,2424
NA,2,2,none,1470,woburn,ma,2395
"dishwasher,garbage disposal,patio/deck,refrigerator",3,3,"cats,dogs",1470,west lafayette,in,960
"ac,cable or satellite,clubhouse,dishwasher,elevator,fireplace,gated,gym,internet access,parking,patio/deck,playground,pool,refrigerator,washer dryer",2,3,"cats,dogs",1471,pasadena,md,2201
parking,2,3,none,1472,burleson,tx,1495
NA,2.5,3,"cats,dogs",1473,galveston,tx,1550
"clubhouse,gym,internet access,patio/deck,pool,storage,tv,washer dryer",2,2,"cats,dogs",1473,cary,nc,1217
"dishwasher,refrigerator",2,3,"cats,dogs",1473,neenah,wi,975
"dishwasher,refrigerator",2,3,cats,1473,fond du lac,wi,817
NA,2.5,4,"cats,dogs",1474,pleasanton,ca,3200
"dishwasher,refrigerator",2,3,"cats,dogs",1474,new braunfels,tx,1449
"dishwasher,refrigerator",2,3,"cats,dogs",1474,new braunfels,tx,1449
"dishwasher,refrigerator",2,3,"cats,dogs",1474,new braunfels,tx,1449
NA,2,3,none,1475,baton rouge,la,1550
"cable or satellite,clubhouse,dishwasher,garbage disposal,hot tub,internet access,parking,playground,pool,refrigerator,view",2,4,"cats,dogs",1476,kent,wa,1771
"dishwasher,fireplace,garbage disposal",2,3,"cats,dogs",1476,houston,tx,1449
"internet access,parking,refrigerator",1,1,none,1476,amsterdam,ny,675
"gym,pool,tennis,washer dryer",2,3,"cats,dogs",1477,greensboro,nc,1425
"dishwasher,refrigerator,washer dryer,wood floors",3,4,"cats,dogs",1480,jersey city,nj,4995
NA,3,3,"cats,dogs",1480,tuscaloosa,al,1710
NA,2,3,"cats,dogs",1480,orange park,fl,1449
NA,2,3,none,1480,oklahoma city,ok,1145
NA,1,3,"cats,dogs",1481,shreveport,la,1125
NA,2.5,3,"cats,dogs",1484,seattle,wa,3500
NA,2,3,none,1485,renton,wa,2022
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",2,3,"cats,dogs",1486,kansas city,mo,1584
"dishwasher,parking,refrigerator,storage,washer dryer,wood floors",2,4,"cats,dogs",1488,union city,nj,2895
"fireplace,wood floors",2,3,"cats,dogs",1488,little rock,ar,1200
"dishwasher,fireplace,refrigerator",3,4,"cats,dogs",1489,hampton,ga,1425
parking,2.5,3,none,1490,silver spring,md,2067
parking,2.5,3,cats,1490,silver spring,md,2052
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,gym,patio/deck,refrigerator,storage,washer dryer",2,3,"cats,dogs",1490,euless,tx,1600
"dishwasher,refrigerator",2,3,"cats,dogs",1490,katy,tx,1475
"dishwasher,refrigerator",2,3,"cats,dogs",1490,dallas,ga,1300
"dishwasher,refrigerator",2,3,"cats,dogs",1491,irmo,sc,1349
NA,3.5,4,"cats,dogs",1494,bismarck,nd,1695
"cable or satellite,dishwasher,doorman,elevator,pool,storage",2.5,2,none,1495,fort lee,nj,3300
NA,2.5,2,"cats,dogs",1495,san diego,ca,3299
fireplace,2,3,"cats,dogs",1495,marietta,ga,1862
"dishwasher,refrigerator",2,3,"cats,dogs",1495,charlotte,nc,1499
"dishwasher,refrigerator",2,3,"cats,dogs",1495,plymouth,wi,1053
NA,2,3,"cats,dogs",1496,lubbock,tx,1750
"dishwasher,parking,refrigerator",2,2,"cats,dogs",1496,enterprise,al,950
NA,2.5,3,"cats,dogs",1497,rancho santa margarita,ca,3050
"dishwasher,elevator,fireplace,garbage disposal,parking,patio/deck,refrigerator,storage",2,2,"cats,dogs",1498,verona,wi,1995
"cable or satellite,dishwasher,garbage disposal,patio/deck,refrigerator,storage",2,2,"cats,dogs",1498,hermitage,tn,1485
NA,2,2,"cats,dogs",1498,sterling heights,mi,1449
"dishwasher,refrigerator",2,4,"cats,dogs",1498,kennesaw,ga,1425
"gym,parking,pool",2,3,none,1499,durham,nc,1812
"basketball,cable or satellite,clubhouse,dishwasher,internet access,parking,patio/deck,playground,storage,tennis,washer dryer",2,3,"cats,dogs",1499,gouverneur,ny,825
NA,2,3,none,1500,san francisco,ca,5695
NA,2.5,2,cats,1500,los angeles,ca,4395
NA,1.5,3,"cats,dogs",1500,los angeles,ca,4150
NA,1,2,"cats,dogs",1500,los angeles,ca,3695
NA,1,1,"cats,dogs",1500,santa monica,ca,3650
"cable or satellite,dishwasher,parking,patio/deck,refrigerator",3,4,"cats,dogs",1500,lexington,ky,3400
NA,1,4,none,1500,allston,ma,3175
"dishwasher,internet access,patio/deck,refrigerator",3,4,none,1500,champaign,il,2995
NA,2,2,cats,1500,chevy chase,md,2927
"fireplace,parking,patio/deck,washer dryer,wood floors",2,2,none,1500,pasadena,ca,2900
"dishwasher,refrigerator",1,2,"cats,dogs",1500,tampa,fl,2799
NA,3,4,cats,1500,columbus,oh,2600
"gym,pool",2,2,none,1500,chevy chase,md,2588
NA,1,2,"cats,dogs",1500,denver,co,2540
"dishwasher,refrigerator",1,3,none,1500,seattle,wa,2400
"refrigerator,washer dryer",2,4,"cats,dogs",1500,long beach,ca,2200
"dishwasher,garbage disposal,view",2,3,none,1500,saint louis,mo,2167
"dishwasher,parking,refrigerator",2,4,cats,1500,columbus,oh,1850
NA,3,3,"cats,dogs",1500,oxford,ms,1800
NA,2,3,none,1500,saint louis,mo,1750
"parking,patio/deck",1,4,none,1500,milwaukee,wi,1699
"cable or satellite,fireplace,internet access,parking,patio/deck,refrigerator",1,3,none,1500,milwaukee,wi,1699
NA,2,2,none,1500,charlotte,vt,1650
"parking,storage",2,4,"cats,dogs",1500,cedar falls,ia,1500
"dishwasher,parking,patio/deck,refrigerator",2,2,"cats,dogs",1500,mukwonago,wi,1500
"dishwasher,parking,refrigerator",1,4,"cats,dogs",1500,columbus,oh,1500
NA,2.5,3,none,1500,phoenix,az,1500
NA,2.5,2,"cats,dogs",1500,auburn hills,mi,1490
NA,1,2,"cats,dogs",1500,chicago,il,1450
NA,1,2,none,1500,chicago,il,1450
NA,1.5,3,"cats,dogs",1500,newport news,va,1250
refrigerator,1,3,none,1500,ogden,ut,1195
NA,2,2,cats,1500,marietta,ga,1145
"clubhouse,dishwasher,fireplace,gym,parking,patio/deck,washer dryer",2,3,"cats,dogs",1500,cincinnati,oh,1135
NA,3,3,none,1500,lincoln,al,1100
NA,1,3,"cats,dogs",1500,sioux falls,sd,1095
"dishwasher,garbage disposal,parking,refrigerator",2,3,none,1500,columbia,sc,1050
"parking,refrigerator",1,5,none,1500,allendale,mi,1000
"basketball,cable or satellite,dishwasher,garbage disposal,parking,patio/deck,pool,refrigerator",2,2,"cats,dogs",1500,bloomington,in,1000
refrigerator,1,3,cats,1500,kenosha,wi,1000
NA,2,2,none,1500,jacksonville,al,950
NA,2,3,none,1500,devils lake,nd,925
NA,2,3,none,1500,wichita,ks,750
"parking,storage",1,3,none,1500,mc kees rocks,pa,725
NA,3.5,3,none,1500,norman,ok,599
NA,3.5,3,none,1500,norman,ok,599
"dishwasher,refrigerator",2,4,"cats,dogs",1501,saint petersburg,fl,1549
"gym,pool",2,3,none,1502,aliquippa,pa,1727
NA,2,3,"cats,dogs",1503,windsor,pa,1899
"dishwasher,garbage disposal,refrigerator",2,3,"cats,dogs",1503,riverview,fl,1499
"cable or satellite,gym,internet access,parking,storage",2,3,none,1503,hillsborough,nc,1181
NA,2,3,"cats,dogs",1504,springtown,tx,1900
"dishwasher,refrigerator",3,3,"cats,dogs",1504,las vegas,nv,1249
NA,2.5,2,"cats,dogs",1506,la jolla,ca,4995
"hot tub,parking,patio/deck,storage",2,4,none,1506,needham,ma,4100
NA,2.5,3,none,1508,indianapolis,in,1400
NA,2,3,"cats,dogs",1508,charlotte,nc,1399
"dishwasher,refrigerator",2,3,"cats,dogs",1510,clayton,nc,1549
NA,2,4,"cats,dogs",1512,bloomington,in,3400
NA,2.5,3,dogs,1512,alexandria,va,2900
NA,2.5,3,dogs,1512,charlotte,nc,2650
"dishwasher,garbage disposal,refrigerator",2,3,"cats,dogs",1512,crosby,tx,1599
"fireplace,gym,pool,tennis,washer dryer",2,3,"cats,dogs",1512,lilburn,ga,1365
NA,1.5,3,dogs,1515,oakland,ca,4500
"dishwasher,garbage disposal,pool,refrigerator,storage",2,4,"cats,dogs",1516,spring,tx,1299
refrigerator,2,2,"cats,dogs",1517,lithonia,ga,1249
NA,2.5,3,"cats,dogs",1518,altoona,ia,1795
NA,2,3,"cats,dogs",1518,san antonio,tx,1445
NA,3,2,"cats,dogs",1519,denver,co,2600
NA,2.5,2,none,1520,san clemente,ca,3000
"basketball,cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,tv,view",4,4,"cats,dogs",1520,tallahassee,fl,1540
"dishwasher,refrigerator",2,3,"cats,dogs",1520,houston,tx,1399
NA,2,3,"cats,dogs",1520,lawrenceville,ga,1399
"dishwasher,fireplace,garbage disposal,refrigerator",2,3,"cats,dogs",1520,houston,tx,1299
NA,2,2,"cats,dogs",1521,mundelein,il,1720
NA,2,2,"cats,dogs",1522,san antonio,tx,2150
NA,2.5,3,none,1522,alpharetta,ga,1795
"cable or satellite,dishwasher,elevator,fireplace,parking,pool,refrigerator,storage",2,2,"cats,dogs",1524,pasadena,ca,4145
NA,2.5,3,"cats,dogs",1524,san antonio,tx,1295
NA,2.5,3,"cats,dogs",1525,ladera ranch,ca,3250
NA,2.5,3,"cats,dogs",1525,mandan,nd,1695
NA,2.5,4,"cats,dogs",1526,null,null,1845
"clubhouse,fireplace,gated,internet access,patio/deck,pool,storage,tennis,washer dryer",2,3,none,1526,alpharetta,ga,1691
"gym,pool",2.5,3,"cats,dogs",1527,florham park,nj,3245
NA,2.5,3,"cats,dogs",1528,marshall,mi,1450
NA,2,3,"cats,dogs",1528,norman,ok,1125
NA,1,0,"cats,dogs",1530,omaha,ne,1375
"dishwasher,refrigerator",3,3,"cats,dogs",1530,irmo,sc,1199
"dishwasher,refrigerator",2,3,"cats,dogs",1532,indianapolis,in,1199
NA,2,3,none,1533,cockeysville,md,1973
"ac,doorman,gym,patio/deck,pool",2,2,cats,1534,hackensack,nj,2595
NA,1.5,3,dogs,1534,midwest city,ok,975
"dishwasher,refrigerator",2,3,"cats,dogs",1535,new london,wi,915
NA,1,4,none,1536,columbia,mo,2200
"dishwasher,garbage disposal,parking,patio/deck,refrigerator",1,4,"cats,dogs",1536,tempe,az,1499
NA,2.5,2,none,1538,minneapolis,mn,2945
"dishwasher,refrigerator",2,3,"cats,dogs",1538,arlington,tx,1574
NA,3.5,3,"cats,dogs",1539,tuscaloosa,al,1500
"ac,cable or satellite,clubhouse,fireplace,gated,gym,internet access,patio/deck,playground,tv,tennis,washer dryer",2,3,"cats,dogs",1540,alpharetta,ga,1565
"dishwasher,refrigerator",2,3,"cats,dogs",1540,indianapolis,in,1299
NA,2,3,"cats,dogs",1540,junction city,ks,1250
"parking,storage",2,2,"cats,dogs",1541,cleveland,oh,3325
"parking,storage",2,2,none,1541,cleveland,oh,3325
NA,2,2,"cats,dogs",1541,north haven,ct,2195
NA,2,3,dogs,1541,centennial,co,2000
"clubhouse,gym,pool",2,3,none,1542,san antonio,tx,1865
NA,2.5,3,"cats,dogs",1542,bismarck,nd,1695
NA,2.5,3,"cats,dogs",1542,bismarck,nd,1695
NA,2.5,3,"cats,dogs",1542,mandan,nd,1695
NA,2.5,3,"cats,dogs",1542,bismarck,nd,1695
NA,2.5,3,"cats,dogs",1542,mandan,nd,1650
NA,2.5,3,"cats,dogs",1542,bismarck,nd,1650
NA,2.5,3,"cats,dogs",1542,mandan,nd,1599
"dishwasher,garbage disposal,pool,refrigerator",2,3,"cats,dogs",1544,jacksonville,fl,1499
"dishwasher,garbage disposal,pool,refrigerator",2,3,"cats,dogs",1544,jacksonville,fl,1499
NA,3,3,none,1545,amherst,ny,2025
NA,2.5,5,none,1549,prairie village,ks,2200
NA,2.5,3,"cats,dogs",1550,encinitas,ca,4795
"cable or satellite,fireplace,parking,washer dryer,wood floors",2,3,none,1550,newton,ma,2800
"parking,wood floors",2.5,2,none,1550,ellicott city,md,2645
NA,1,2,cats,1550,minneapolis,mn,1795
NA,2.5,3,"cats,dogs",1550,urbandale,ia,1695
"ac,dishwasher,elevator,parking,tennis",2,3,none,1550,pittsburgh,pa,1570
NA,2,3,none,1550,grand forks,nd,1395
"dishwasher,parking,refrigerator",2,4,none,1550,benton,ar,1225
"cable or satellite,dishwasher,internet access,parking,patio/deck,refrigerator",3,2,"cats,dogs",1550,bridgeton,mo,1150
"dishwasher,parking,refrigerator",3,4,none,1552,ann arbor,mi,4050
"dishwasher,parking,refrigerator",3,4,none,1552,ann arbor,mi,3950
"cable or satellite,dishwasher,fireplace,garbage disposal,internet access,patio/deck,refrigerator",2,2,"cats,dogs",1552,sheboygan,wi,1450
NA,2.5,2,"cats,dogs",1552,brandon,fl,1360
"dishwasher,garbage disposal,refrigerator",2,3,"cats,dogs",1553,san antonio,tx,1199
"clubhouse,pool",2,3,"cats,dogs",1555,santa monica,ca,5035
"dishwasher,patio/deck,refrigerator",1,5,none,1555,boston,ma,4450
"dishwasher,garbage disposal,refrigerator",2,3,"cats,dogs",1555,ruskin,fl,1449
NA,1,2,none,1556,saint louis,mo,1700
NA,2,3,none,1558,riverside,ca,2195
"dishwasher,fireplace,refrigerator",2,3,"cats,dogs",1558,lexington,sc,1299
"gym,patio/deck,pool",2,3,"cats,dogs",1559,laurel,md,2475
"parking,refrigerator,storage,wood floors",2,3,"cats,dogs",1559,mansfield,tx,1750
"luxury,parking,refrigerator",2,4,"cats,dogs",1560,madison,wi,2995
"dishwasher,refrigerator",2,3,"cats,dogs",1560,mooresville,nc,1325
NA,2,3,"cats,dogs",1562,portland,or,2895
NA,2.5,3,"cats,dogs",1562,bismarck,nd,1645
NA,2,3,"cats,dogs",1564,clayton,nc,1349
"dishwasher,parking,refrigerator",2,4,none,1566,benton,ar,1225
"fireplace,parking",2,3,none,1566,dayton,oh,1205
pool,2,3,"cats,dogs",1566,columbia,sc,1199
"dishwasher,parking,refrigerator",1,1,none,1567,taylor,mi,1100
NA,1,5,none,1568,madison,wi,2295
"dishwasher,garbage disposal,patio/deck,refrigerator",2,3,"cats,dogs",1568,phoenix,az,1399
NA,2,3,none,1570,san francisco,ca,7500
NA,2,3,none,1570,ventura,ca,2995
"cable or satellite,fireplace",2,3,none,1570,riverton,ut,1495
"dishwasher,refrigerator",2,3,"cats,dogs",1570,douglasville,ga,1325
NA,2.5,4,"cats,dogs",1572,null,null,1845
"dishwasher,garbage disposal,refrigerator",2,3,"cats,dogs",1572,san antonio,tx,1349
"dishwasher,refrigerator",2,4,none,1573,livermore,ca,3380
NA,2,3,"cats,dogs",1574,thousand oaks,ca,2000
"dishwasher,garbage disposal,refrigerator",2,3,"cats,dogs",1574,brandon,fl,1549
NA,2.5,3,"cats,dogs",1575,minneapolis,mn,2995
NA,2.5,NA,none,1575,franklin,tn,1950
clubhouse,2.5,2,"cats,dogs",1575,lake orion,mi,1700
NA,2,3,"cats,dogs",1575,clayton,nc,1425
"dishwasher,garbage disposal,refrigerator",2,3,"cats,dogs",1578,cypress,tx,1349
NA,2,3,none,1580,fayetteville,ar,1350
NA,2,3,cats,1581,richardson,tx,1950
"dishwasher,refrigerator",2,3,"cats,dogs",1581,dallas,ga,1449
"dishwasher,fireplace,refrigerator",2,4,"cats,dogs",1582,lawrenceville,ga,1399
"dishwasher,fireplace,garbage disposal",2,3,"cats,dogs",1582,houston,tx,1299
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,playground,pool,refrigerator,storage",2,2,"cats,dogs",1583,atlanta,ga,1395
NA,2.5,3,none,1584,alexandria,va,3500
NA,2,4,"cats,dogs",1584,kansas city,mo,1095
"dishwasher,refrigerator",2,3,"cats,dogs",1586,gastonia,nc,1425
"clubhouse,storage",3,3,none,1588,upland,ca,3275
NA,3,3,"cats,dogs",1588,austin,tx,1352
fireplace,2,3,none,1590,chicago,il,2995
"dishwasher,pool,refrigerator",2,3,dogs,1590,tempe,az,2750
dishwasher,2,2,none,1590,north hollywood,ca,2499
"dishwasher,refrigerator",3,3,"cats,dogs",1591,franklin,in,1199
NA,2.5,3,"cats,dogs",1592,yorkville,il,1795
"dishwasher,patio/deck",2,3,"cats,dogs",1593,ames,ia,1675
"cable or satellite,dishwasher,garbage disposal,parking,refrigerator",2,5,none,1594,madison,wi,2305
NA,2,3,none,1594,apopka,fl,1675
"dishwasher,refrigerator",2,3,"cats,dogs",1594,spring,tx,1499
NA,2,3,"cats,dogs",1595,sarasota,fl,4995
parking,2,2,none,1595,pittsburgh,pa,2089
"parking,washer dryer",2,3,none,1595,fayetteville,ar,1350
NA,2,3,cats,1596,atlanta,ga,3600
"dishwasher,garbage disposal,pool,refrigerator",2,3,"cats,dogs",1596,peoria,az,1449
NA,2.5,2,"cats,dogs",1596,concord,nc,1425
"basketball,cable or satellite,internet access,patio/deck,pool,refrigerator",3,3,"cats,dogs",1596,norman,ok,1317
NA,3.5,3,"cats,dogs",1597,fort lauderdale,fl,3000
NA,2,3,"cats,dogs",1597,pingree grove,il,1995
NA,3,3,none,1600,los angeles,ca,3695
NA,2,3,"cats,dogs",1600,brooklyn,ny,3000
NA,1,1,none,1600,williamsport,pa,2490
"cable or satellite,internet access,parking,refrigerator",2,4,none,1600,milwaukee,wi,1799
"cable or satellite,dishwasher,internet access,parking,refrigerator",2,3,none,1600,milwaukee,wi,1799
NA,2,3,none,1600,edmond,ok,1795
NA,2,3,"cats,dogs",1600,philadelphia,pa,1760
NA,2,2,"cats,dogs",1600,west palm beach,fl,1740
"cable or satellite,internet access,parking,patio/deck,refrigerator",1,3,none,1600,milwaukee,wi,1699
NA,2,3,"cats,dogs",1600,ames,ia,1500
NA,2,2,none,1600,baltimore,md,1495
NA,2,3,"cats,dogs",1600,mooresville,nc,1375
NA,1,2,none,1600,bloomington,in,1260
"cable or satellite,dishwasher,internet access,parking,patio/deck,refrigerator",2,3,"cats,dogs",1600,sioux falls,sd,1250
"dishwasher,refrigerator",2,4,"cats,dogs",1600,lexington,sc,1249
NA,2,3,none,1600,yukon,ok,1145
NA,1.5,2,none,1600,platte city,mo,900
"ac,clubhouse,dishwasher,fireplace,patio/deck,playground",2.5,3,"cats,dogs",1600,clarkston,ga,886
"ac,clubhouse,dishwasher,fireplace,parking,patio/deck,playground",2.5,3,none,1600,clarkston,ga,886
NA,2,2,none,1600,anniston,al,825
NA,3,3,none,1601,palm desert,ca,2220
NA,2,2,none,1601,boise,id,1995
NA,2,4,"cats,dogs",1601,concord,nc,1425
"dishwasher,refrigerator",2,3,"cats,dogs",1603,channelview,tx,1399
NA,2,3,"cats,dogs",1604,charlotte,nc,1299
"dishwasher,fireplace,refrigerator,storage",2,4,"cats,dogs",1607,concord,nc,1399
"dishwasher,fireplace,garbage disposal,refrigerator",1,3,"cats,dogs",1609,houston,tx,1049
"parking,storage",2,2,none,1610,sarasota,fl,1650
"ac,cable or satellite,clubhouse,dishwasher,gym,playground,pool,refrigerator,tennis,washer dryer,wood floors",2,2,none,1610,marietta,ga,1400
"dishwasher,fireplace,garbage disposal,patio/deck,refrigerator",2,3,"cats,dogs",1610,spring,tx,1399
NA,2,3,"cats,dogs",1611,cary,nc,1462
NA,2,2,dogs,1612,coronado,ca,4000
"dishwasher,refrigerator",2,3,"cats,dogs",1612,charlotte,nc,1625
"ac,cable or satellite,clubhouse,dishwasher,fireplace,gated,gym,internet access,parking,patio/deck,playground,pool,refrigerator,tv,tennis,washer dryer",3,4,"cats,dogs",1613,euless,tx,2455
"ac,cable or satellite,clubhouse,dishwasher,fireplace,gated,gym,internet access,parking,patio/deck,playground,pool,refrigerator,tv,tennis,washer dryer",3,4,"cats,dogs",1613,euless,tx,2434
NA,2,3,none,1615,oceanside,ca,2595
"dishwasher,parking,refrigerator",2,3,none,1615,royal oak,mi,2500
NA,2,4,"cats,dogs",1616,willis,tx,1595
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,gym,patio/deck,refrigerator,storage,washer dryer",2,3,"cats,dogs",1617,euless,tx,1441
NA,2,4,"cats,dogs",1620,calera,al,1365
"dishwasher,fireplace,garbage disposal",3,4,"cats,dogs",1621,spring,tx,1699
"dishwasher,parking,refrigerator",2,3,"cats,dogs",1621,berlin,wi,771
"basketball,cable or satellite,elevator,fireplace,garbage disposal,internet access,parking,pool,refrigerator",1,3,"cats,dogs",1622,coventry,ri,1235
"dishwasher,refrigerator",2,3,"cats,dogs",1623,schofield,wi,844
"gym,parking,patio/deck,pool",2,3,none,1624,lawrenceville,ga,1232
NA,2.5,3,none,1624,tuscaloosa,al,1200
NA,3,3,none,1625,blacksburg,va,1700
parking,2,2,none,1626,tipp city,oh,1549
"dishwasher,refrigerator",2,4,"cats,dogs",1627,san antonio,tx,1499
